FIPS,State,Area_Name,Latitude,Longitude,DensityPerSquaremileOfLandarea-Population,Median_Household_Income_2018,Percent_of_adults_with_a_high_school_diploma_only_2014-18,Change%
40151,OK,Woods County,36.765141,-98.868967,6.9,51715,29.8,-100.00%
46021,SD,Campbell County,45.782241,-100.027951,2,45737,36.9,-100.00%
46031,SD,Corson County,45.69834,-101.176017,1.6,34024,34.2,-100.00%
46053,SD,Gregory County,43.179094,-99.202158,4.2,40583,34.4,-100.00%
46055,SD,Haakon County,44.284312,-101.59179,1.1,51801,43.9,-100.00%
46069,SD,Hyde County,44.537301,-99.492148,1.7,52496,42.8,-100.00%
46071,SD,Jackson County,43.677294,-101.626455,1.6,34122,33.3,-100.00%
46075,SD,Jones County,43.95199,-100.686139,1,49609,42.5,-100.00%
48033,TX,Borden County,32.744062,-101.433033,0.7,66101,26.1,-100.00%
48075,TX,Childress County,34.529337,-100.208336,10.1,42291,38.9,-100.00%
48079,TX,Cochran County,33.60844,-102.830449,4,42873,30.9,-100.00%
48101,TX,Cottle County,34.091906,-100.276442,1.7,38304,32.9,-100.00%
48105,TX,Crockett County,30.717532,-101.404211,1.3,49117,34.3,-100.00%
48137,TX,Edwards County,29.985877,-100.307373,0.9,37812,29,-100.00%
48253,TX,Jones County,32.743709,-99.87443,21.8,43903,40.3,-100.00%
48305,TX,Lynn County,33.178412,-101.818493,6.6,43436,29.6,-100.00%
48311,TX,McMullen County,28.384922,-98.578853,0.6,64633,43.1,-100.00%
48317,TX,Martin County,32.30983,-101.961836,5.2,56484,31.1,-100.00%
48359,TX,Oldham County,35.401921,-102.59762,1.4,56590,33.4,-100.00%
48393,TX,Roberts County,35.836216,-100.807555,1,67470,27.7,-100.00%
48413,TX,Schleicher County,30.896233,-100.527216,2.6,47317,24,-100.00%
48433,TX,Stonewall County,33.17958,-100.253807,1.6,46915,43.6,-100.00%
48435,TX,Sutton County,30.517865,-100.505395,2.8,54774,29.9,-100.00%
48447,TX,Throckmorton County,33.170712,-99.206137,1.8,42701,36.9,-100.00%
48483,TX,Wheeler County,35.392593,-100.253107,5.9,48018,29.9,-100.00%
48501,TX,Yoakum County,33.172397,-102.823771,9.9,61560,28.8,-100.00%
49031,UT,Piute County,38.335881,-112.129376,2.1,40387,43,-100.00%
51091,VA,Highland County,38.356672,-79.567958,5.6,45089,35.7,-100.00%
54011,WV,Cabell County,38.41958,-82.243392,342.8,39790,33.1,-100.00%
54093,WV,Tucker County,39.111175,-79.559968,17,48070,49,-100.00%
