FIPS,State,Area_Name,Latitude,Longitude,DensityPerSquaremileOfLandarea-Population,Median_Household_Income_2018,Percent_of_adults_with_a_high_school_diploma_only_2014-18,Change%
20065,KS,Graham County,39.349445,-99.880952,2.9,41906,35,1300.00%
20093,KS,Kearny County,37.994461,-101.308136,4.6,63248,26.6,200.00%
20095,KS,Kingman County,37.552951,-98.144529,9.1,56005,31.8,400.00%
20133,KS,Neosho County,37.564283,-95.315683,28.9,46176,31.4,2200.00%
20143,KS,Ottawa County,39.137963,-97.654803,8.5,56451,36.5,200.00%
20149,KS,Pottawatomie County,39.382187,-96.337113,25.7,69975,29.2,300.00%
20151,KS,Pratt County,37.647594,-98.74012,13.1,52567,24.8,100.00%
20159,KS,Rice County,38.347178,-98.201415,13.9,51686,28.7,200.00%
20171,KS,Scott County,38.481877,-100.90636,6.9,63790,28.9,166.67%
20189,KS,Stevens County,37.202356,-101.315796,7.9,58817,28.6,200.00%
20207,KS,Woodson County,37.888484,-95.757553,6.6,43894,36.5,200.00%
21033,KY,Caldwell County,37.148643,-87.87051,37.7,43659,46,8600.00%
21055,KY,Crittenden County,37.358149,-88.10501,25.9,43624,42.2,360.00%
21063,KY,Elliott County,38.116425,-83.097541,33.5,35446,43.7,166.67%
21071,KY,Floyd County,37.558283,-82.740337,100.3,33218,35.8,122.86%
21129,KY,Lee County,37.605383,-83.718497,37.8,29124,37.2,3500.00%
21139,KY,Livingston County,37.209517,-88.363426,30.4,48182,44.5,180.00%
21153,KY,Magoffin County,37.698954,-83.069716,43.2,30950,32.7,500.00%
21157,KY,Marshall County,36.882017,-88.332752,104.4,52388,37.7,173.91%
21163,KY,Meade County,37.967476,-86.200863,93.6,57613,34.3,192.86%
21165,KY,Menifee County,37.950715,-83.597345,31,34002,43.8,1100.00%
21171,KY,Monroe County,36.714077,-85.713508,33.3,35596,40.2,111.11%
21181,KY,Nicholas County,38.337132,-84.025554,36.6,41428,42.5,100.00%
21187,KY,Owen County,38.499603,-84.841509,30.9,48998,50,166.67%
21221,KY,Trigg County,36.807681,-87.858652,32.5,49767,31.3,337.50%
21225,KY,Union County,37.658029,-87.95165,43.8,47067,45.9,350.00%
22025,LA,Catahoula Parish,31.666517,-91.846703,14.7,35812,42.5,375.00%
22043,LA,Grant Parish,31.597787,-92.561716,34.7,43502,43.5,154.55%
22065,LA,Madison Parish,32.365824,-91.240729,19.4,28452,39,100.00%
22127,LA,Winn Parish,31.941187,-92.641269,16.1,40133,43.8,340.00%
23017,ME,Oxford County,44.494585,-70.734688,27.8,44243,43.3,111.49%
23025,ME,Somerset County,45.507482,-69.97604,13.3,43755,40.2,143.90%
24001,MD,Allegany County,39.612309,-78.703108,177,43535,41.9,168.57%
24011,MD,Caroline County,38.871531,-75.831631,103.5,56627,40.7,205.56%
24047,MD,Worcester County,38.222133,-75.309932,109.9,59266,31.6,282.61%
25003,MA,Berkshire County,42.375314,-73.213948,141.6,58375,29.9,141.57%
25007,MA,Dukes County,41.380939,-70.701536,160.2,70224,24.3,900.00%
25019,MA,Nantucket County,41.305878,-70.14191,226.2,97525,18.4,103.92%
26001,MI,Alcona County,44.682535,-82.83408,16.2,39862,39.2,562.50%
26003,MI,Alger County,47.080077,-86.564108,10.5,47441,44.3,160.00%
26005,MI,Allegan County,42.595788,-86.634745,135,62247,37.8,113.56%
26007,MI,Alpena County,44.894954,-83.426574,51.8,42792,33.5,324.00%
26011,MI,Arenac County,44.03687,-83.740675,43.8,42540,42.3,550.00%
26015,MI,Barry County,42.582811,-85.31455,107,64121,37.8,165.32%
26017,MI,Bay County,43.699711,-83.978701,243.7,50576,34.7,143.08%
26033,MI,Chippewa County,46.321819,-84.52063,24.7,47380,35,281.82%
26035,MI,Clare County,43.991137,-84.838325,54.8,39394,38.2,495.00%
26039,MI,Crawford County,44.680208,-84.611132,25.3,46930,33.8,230.00%
26041,MI,Delta County,45.805101,-86.901373,31.7,49292,33.3,107.41%
26043,MI,Dickinson County,46.012823,-87.866119,34.4,52348,33.8,104.00%
26045,MI,Eaton County,42.589614,-84.846524,187.4,66716,28,152.29%
26047,MI,Emmet County,45.590094,-84.986822,69.9,58891,24.5,283.33%
26049,MI,Genesee County,43.021077,-83.706372,668.5,48370,31.9,122.05%
26051,MI,Gladwin County,43.98975,-84.389816,51.2,44635,39.6,321.43%
26057,MI,Gratiot County,43.292326,-84.60469,74.7,48988,40.4,394.44%
26065,MI,Ingham County,42.603534,-84.373811,505.1,52837,21.7,116.91%
26069,MI,Iosco County,44.329482,-82.849447,47.1,41256,37.8,586.36%
26071,MI,Iron County,46.170249,-88.540409,10.1,40959,43.8,1500.00%
26073,MI,Isabella County,43.645233,-84.839425,122.8,47056,31.5,261.62%
26077,MI,Kalamazoo County,42.246266,-85.532854,445.7,55881,22,103.40%
26079,MI,Kalkaska County,44.678881,-85.088992,30.6,46068,41.4,104.44%
26081,MI,Kent County,43.032497,-85.547446,711.5,61675,24.4,161.87%
26085,MI,Lake County,43.995187,-85.8114,20.3,36044,42.6,118.18%
26087,MI,Lapeer County,43.088633,-83.224325,137.4,65209,35.7,163.47%
26091,MI,Lenawee County,41.895915,-84.066853,133.3,55762,37.1,154.30%
26093,MI,Livingston County,42.602532,-83.911718,320.2,84048,25.9,103.35%
26095,MI,Luce County,46.940602,-85.582368,7.4,43196,38.5,210.00%
26097,MI,Mackinac County,46.167981,-85.303756,10.9,46645,34.3,118.18%
26099,MI,Macomb County,42.671467,-82.910869,1754.9,62191,29.7,166.33%
26103,MI,Marquette County,46.656597,-87.584028,37.1,54093,31.5,134.94%
26105,MI,Mason County,43.996636,-86.750814,58,51083,33.5,333.33%
26107,MI,Mecosta County,43.635295,-85.332751,77.1,45804,36.2,367.39%
26111,MI,Midland County,43.648378,-84.37922,162,58057,29,109.88%
26117,MI,Montcalm County,43.312782,-85.149468,89.8,50396,39.9,344.94%
26119,MI,Montmorency County,45.024134,-84.130107,17.9,40650,43.1,285.71%
26121,MI,Muskegon County,43.289258,-86.751892,344.9,49960,34.5,232.61%
26125,MI,Oakland County,42.660452,-83.38421,1385.7,80319,18.8,123.12%
26127,MI,Oceana County,43.647255,-86.807575,51.9,50374,35.4,236.11%
26129,MI,Ogemaw County,44.33328,-84.128073,38.5,41201,39,169.57%
26133,MI,Osceola County,43.997552,-85.322283,41.5,45607,44.3,108.14%
26135,MI,Oscoda County,44.685121,-84.124894,15.3,38927,37.6,460.00%
26139,MI,Ottawa County,42.942346,-86.655342,468.2,70420,28.6,205.12%
26141,MI,Presque Isle County,45.489515,-83.384019,20.3,45502,39.4,690.00%
26147,MI,St. Clair County,42.928804,-82.668914,226.1,56557,34.4,134.86%
26151,MI,Sanilac County,43.449155,-82.642815,44.8,46184,41.5,109.89%
26153,MI,Schoolcraft County,46.020758,-86.199352,7.2,44887,44.3,233.33%
26155,MI,Shiawassee County,42.951545,-84.146352,133.1,54149,36.3,214.01%
26157,MI,Tuscola County,43.487902,-83.436618,69.4,51113,41.7,147.83%
26161,MI,Washtenaw County,42.252327,-83.844634,488.4,72267,14.9,158.78%
26163,MI,Wayne County,42.284664,-83.261953,2974.4,46440,30,149.59%
27001,MN,Aitkin County,46.602446,-93.41976,8.9,44016,37.7,237.50%
27017,MN,Carlton County,46.603818,-92.671044,41.1,60412,34.2,135.14%
27027,MN,Clay County,46.898377,-96.494901,56.4,65914,25.4,107.09%
27035,MN,Crow Wing County,46.491114,-94.071213,62.6,53481,30.3,154.90%
27041,MN,Douglas County,45.936429,-95.46061,56.5,60979,29.6,102.60%
27051,MN,Grant County,45.930743,-96.010699,11,54917,33.7,283.33%
27057,MN,Hubbard County,47.095551,-94.91329,22.1,55687,30.8,120.00%
27059,MN,Isanti County,45.562431,-93.296339,86.8,73468,33.8,183.33%
27063,MN,Jackson County,43.673025,-95.149704,14.6,57786,34.2,476.47%
27071,MN,Koochiching County,48.24549,-93.782842,4.3,46281,36,712.50%
27081,MN,Lincoln County,44.408238,-96.272032,11,51305,38.3,200.00%
27087,MN,Mahnomen County,47.325842,-95.810703,9.7,43162,37.9,150.00%
27093,MN,Meeker County,45.123156,-94.527346,38.3,66557,36.3,173.33%
27101,MN,Murray County,44.015594,-95.761581,12.4,59938,37.5,175.00%
27117,MN,Pipestone County,44.015361,-96.257015,20.6,55378,34.6,100.00%
27127,MN,Redwood County,44.403536,-95.254242,18.3,56760,38.4,125.00%
27171,MN,Wright County,45.175091,-93.966397,188.5,87377,29.1,100.29%
28051,MS,Holmes County,33.125942,-90.091197,25.4,26449,41.2,200.00%
28125,MS,Sharkey County,32.89249,-90.827388,11.4,28887,24.2,200.00%
28141,MS,Tishomingo County,34.737699,-88.236067,46.2,41455,41,122.22%
29001,MO,Adair County,40.190666,-92.603592,45.1,40395,35.8,133.33%
29033,MO,Carroll County,39.427375,-93.500227,13.4,47049,45.2,100.00%
29045,MO,Clark County,40.407275,-91.729472,14.1,46832,44,255.56%
29057,MO,Dade County,37.43235,-93.854878,16.1,41381,44.1,100.00%
29065,MO,Dent County,37.60325,-91.495916,20.8,39392,40.4,1000.00%
29067,MO,Douglas County,36.946517,-92.515892,16.8,36762,44.5,200.00%
29069,MO,Dunklin County,36.153025,-90.062254,59.1,37331,37.4,100.00%
29075,MO,Gentry County,40.209379,-94.40411,13.7,43731,43,100.00%
29085,MO,Hickory County,37.9367,-93.322835,24.1,35025,43.4,100.00%
29089,MO,Howard County,39.143365,-92.695926,21.9,45767,38.5,233.33%
29099,MO,Jefferson County,38.257414,-90.543138,333.1,65150,31.8,44700.00%
29103,MO,Knox County,40.136776,-92.146809,8.2,39309,46.1,2400.00%
29111,MO,Lewis County,40.084559,-91.728803,20.2,48179,45.9,3920.00%
29125,MO,Maries County,38.162615,-91.923601,17.4,46371,40.3,100.00%
29127,MO,Marion County,39.807538,-91.635379,65.9,49393,38.2,1812.50%
29131,MO,Miller County,38.21672,-92.429871,41.8,47225,43.1,114.29%
29137,MO,Monroe County,39.49827,-92.006458,13.6,46216,48.3,320.00%
29163,MO,Pike County,39.344178,-91.171042,27.6,43591,45.1,287.50%
29171,MO,Putnam County,40.478606,-93.014531,9.6,40866,41,200.00%
29173,MO,Ralls County,39.553455,-91.524787,21.6,57549,49,700.00%
29195,MO,Saline County,39.13584,-93.204164,30.9,43776,39.4,125.00%
29199,MO,Scotland County,40.447686,-92.142824,11.1,42053,39,200.00%
29205,MO,Shelby County,39.797531,-92.088719,12.7,44564,42.6,441.67%
29211,MO,Sullivan County,40.209587,-93.109783,10.4,41978,49.3,133.33%
29217,MO,Vernon County,37.850196,-94.341597,25.6,42552,41.9,186.67%
29227,MO,Worth County,40.480482,-94.419129,8.1,43119,42.1,100.00%
30003,MT,Big Horn County,45.407869,-107.518163,2.6,40425,35.8,7300.00%
30007,MT,Broadwater County,46.334476,-111.496103,4.7,52840,36.7,137.50%
30025,MT,Fallon County,46.318184,-104.405718,1.8,62029,35.7,100.00%
30035,MT,Glacier County,48.705671,-112.990502,4.5,37719,41.6,100.00%
30039,MT,Granite County,46.395358,-113.425683,1.8,48410,33.1,100.00%
30059,MT,Meagher County,46.585706,-110.921781,0.8,44572,40.3,300.00%
30065,MT,Musselshell County,46.505665,-108.436982,2.4,43371,42.5,350.00%
30073,MT,Pondera County,48.230312,-112.219928,3.8,42890,34,200.00%
30077,MT,Powell County,46.844225,-112.9311,3,48966,37.1,366.67%
30079,MT,Prairie County,46.852434,-105.375808,0.7,42754,38.3,900.00%
30101,MT,Toole County,48.645052,-111.733493,2.8,46326,39.1,200.00%
31003,NE,Antelope County,42.183225,-98.058037,7.8,55371,33,200.00%
31017,NE,Brown County,42.34939,-99.923176,2.6,46191,40.8,100.00%
31025,NE,Cass County,40.909878,-96.140609,45.3,75177,29.9,100.00%
31029,NE,Chase County,40.53039,-101.694192,4.4,54866,25.2,400.00%
31031,NE,Cherry County,42.566985,-101.072622,1,49782,32.7,380.00%
31033,NE,Cheyenne County,41.214236,-103.011929,8.4,53132,28.3,100.00%
31037,NE,Colfax County,41.574675,-97.089455,25.5,55787,29.6,100.00%
31039,NE,Cuming County,41.915865,-96.788517,16,59219,36.1,120.00%
31055,NE,Douglas County,41.297091,-96.154066,1574.4,64580,21.3,105.88%
31059,NE,Fillmore County,40.52504,-97.596705,10.2,56697,36.1,350.00%
31061,NE,Franklin County,40.183203,-98.96208,5.6,48778,35.5,400.00%
31063,NE,Frontier County,40.530947,-100.406683,2.8,43650,30.5,300.00%
31065,NE,Furnas County,40.191991,-99.909661,6.9,49685,33.2,100.00%
31069,NE,Garden County,41.659381,-102.328229,1.2,39192,31.3,100.00%
31071,NE,Garfield County,41.905572,-98.922998,3.6,46245,30.5,200.00%
31073,NE,Gosper County,40.509838,-99.824078,4.5,59722,35.1,100.00%
31083,NE,Harlan County,40.178766,-99.403418,6.2,49321,29.1,200.00%
31087,NE,Hitchcock County,40.176896,-101.044217,4.1,43880,37.5,200.00%
31089,NE,Holt County,42.459287,-98.784766,4.3,55965,33,420.00%
31093,NE,Howard County,41.219403,-98.513303,11,52292,37.4,400.00%
31095,NE,Jefferson County,40.175736,-97.143103,13.2,47075,39.9,1400.00%
31121,NE,Merrick County,41.169801,-98.031051,16.2,56493,33,100.00%
31127,NE,Nemaha County,40.387448,-95.850954,17.8,52069,31.4,133.33%
31137,NE,Phelps County,40.516365,-99.406557,17,59003,31.9,155.56%
31139,NE,Pierce County,42.271413,-97.610992,12.7,57367,34.4,900.00%
31141,NE,Platte County,41.576866,-97.513467,47.8,63656,30.7,304.17%
31145,NE,Red Willow County,40.16942,-100.468576,15.4,49034,31.7,100.00%
31155,NE,Saunders County,41.223152,-96.640923,27.7,67897,29.8,211.76%
31159,NE,Seward County,40.871944,-97.140383,29.3,71024,26.9,125.00%
31167,NE,Stanton County,41.904793,-97.174724,14.3,66228,32.3,100.00%
31169,NE,Thayer County,40.173845,-97.596263,9.1,51299,35.2,100.00%
31175,NE,Valley County,41.564094,-98.983484,7.5,48604,36.3,300.00%
31177,NE,Washington County,41.533979,-96.224574,51.9,77838,30.9,150.00%
32013,NV,Humboldt County,41.407914,-118.127592,1.7,72873,34.3,133.33%
32510,NV,Carson City,39.153447,-119.743442,382.1,56382,27.5,198.31%
35003,NM,Catron County,33.901814,-108.392097,0.5,34777,42.9,100.00%
35019,NM,Guadalupe County,34.869782,-104.784968,1.5,29515,42,900.00%
35023,NM,Hidalgo County,31.899658,-108.745729,1.4,39882,33.7,300.00%
35045,NM,San Juan County,36.511625,-108.324578,23.6,46578,30.7,131.37%
35053,NM,Socorro County,33.991614,-106.939003,2.7,33989,36.4,120.00%
36003,NY,Allegany County,42.247894,-78.026176,47.6,46262,36.7,105.71%
36015,NY,Chemung County,42.155281,-76.747179,218.1,52565,36,112.15%
36063,NY,Niagara County,43.456731,-78.792143,414.4,55013,34.2,106.36%
37083,NC,Halifax County,36.251438,-77.644842,75.5,36760,37.8,123.91%
37135,NC,Orange County,36.062499,-79.119355,336.2,71920,14.8,305.41%
38015,ND,Burleigh County,46.971843,-100.462001,49.8,72277,23.3,106.58%
38017,ND,Cass County,46.927003,-97.252375,84.9,63885,19.7,108.82%
38021,ND,Dickey County,46.107756,-98.496518,4.7,53286,28.2,166.67%
38033,ND,Golden Valley County,46.938924,-103.844612,1.7,58075,24.8,400.00%
38035,ND,Grand Forks County,47.926003,-97.450851,46.5,54311,23.2,119.48%
38037,ND,Grant County,46.357827,-101.639049,1.4,41295,37.3,150.00%
38043,ND,Kidder County,46.935385,-99.742727,1.8,45401,34.9,200.00%
38047,ND,Logan County,46.469278,-99.504585,2,50141,36.1,900.00%
38051,ND,McIntosh County,46.117034,-99.443041,2.9,47288,29.7,100.00%
38059,ND,Morton County,46.713789,-101.279743,14.3,68043,30.6,119.23%
38063,ND,Nelson County,47.918667,-98.204428,3.2,50093,30.9,125.00%
38083,ND,Sheridan County,47.581373,-100.341499,1.4,39439,37.4,250.00%
38087,ND,Slope County,46.445834,-103.462462,0.6,49843,28,100.00%
38091,ND,Steele County,47.458288,-97.718895,2.8,66929,29.2,100.00%
38095,ND,Towner County,48.682183,-99.248158,2.2,51848,32.2,300.00%
39003,OH,Allen County,40.771528,-84.106546,264.2,50301,38.5,145.07%
39081,OH,Jefferson County,40.399188,-80.76141,170.7,42821,43.4,110.81%
39105,OH,Meigs County,39.089807,-82.028397,55.3,44286,41.8,214.29%
39123,OH,Ottawa County,41.544467,-83.009253,162.5,58345,35.5,100.00%
39137,OH,Putnam County,41.024533,-84.129879,71.5,64304,42.4,146.67%
39141,OH,Ross County,39.323763,-83.059585,113.3,49385,42.3,100.00%
40003,OK,Alfalfa County,36.729703,-98.323445,6.5,52952,39.1,400.00%
40025,OK,Cimarron County,36.755276,-102.508735,1.3,46777,37.1,600.00%
40033,OK,Cotton County,34.290676,-98.373438,9.8,43386,43.4,600.00%
40037,OK,Creek County,35.907732,-96.379793,73.6,54478,40.5,100.00%
40043,OK,Dewey County,35.978433,-99.014094,4.8,50728,39.4,400.00%
40057,OK,Harmon County,34.745971,-99.844194,5.4,38537,23.5,225.00%
40063,OK,Hughes County,35.052934,-96.251183,17.4,37566,39.2,100.00%
40065,OK,Jackson County,34.593949,-99.41221,32.9,47747,27.6,237.50%
40067,OK,Jefferson County,34.105092,-97.838814,8.5,37338,39.4,300.00%
40071,OK,Kay County,36.814842,-97.143755,50.6,45700,32.7,266.67%
40073,OK,Kingfisher County,35.949431,-97.934568,16.7,59266,35.4,171.43%
40085,OK,Love County,33.957775,-97.245124,18.3,48725,42.8,128.57%
40091,OK,McIntosh County,35.369092,-95.671764,32.7,37468,42.2,122.22%
40095,OK,Marshall County,34.027007,-96.770533,42.7,42258,35.4,247.83%
40103,OK,Noble County,36.384901,-97.236335,15.8,54210,39.9,100.00%
40113,OK,Osage County,36.62468,-96.408385,21.1,48826,38.6,134.78%
40133,OK,Seminole County,35.158366,-96.602858,40.3,37901,34.1,158.33%
40141,OK,Tillman County,34.371085,-98.931701,9.2,41186,33.6,200.00%
41001,OR,Baker County,44.703427,-117.691933,5.3,45972,32.9,261.90%
41009,OR,Columbia County,45.941932,-123.081079,75.1,63338,34.3,376.19%
41025,OR,Harney County,43.064355,-118.985949,0.7,43370,33,120.00%
41027,OR,Hood River County,45.511775,-121.655976,42.8,66607,21.2,600.00%
41039,OR,Lane County,43.928276,-122.897678,77.2,53161,23.5,110.45%
41049,OR,Morrow County,45.425496,-119.602311,5.5,55343,32.5,100.00%
41057,OR,Tillamook County,45.455743,-123.759327,22.9,52486,31.5,100.00%
41063,OR,Wallowa County,45.593753,-117.18558,2.2,48137,30.1,400.00%
42015,PA,Bradford County,41.791495,-76.502124,54.6,50978,46.7,136.84%
42023,PA,Cameron County,41.438289,-78.198315,12.8,41770,47.4,166.67%
42047,PA,Elk County,41.427334,-78.653938,38.6,54876,48.5,174.51%
42053,PA,Forest County,41.513304,-79.249705,18.1,41750,55.6,100.00%
42059,PA,Greene County,39.848983,-80.225694,67.2,50956,46.4,140.38%
42067,PA,Juniata County,40.530673,-77.400438,63,54342,49.5,150.00%
42087,PA,Mifflin County,40.61189,-77.620661,113.6,47648,51.8,105.17%
42093,PA,Montour County,41.029261,-76.665259,140.3,61314,40.9,233.33%
42107,PA,Schuylkill County,40.70369,-76.2178,190.4,48809,46.6,102.17%
